fid,hilarriid,nididfull,nidid,otrstrctid,grand_id,dam_name,longitude,latitude,state,loc_flag,eha_cmplx,eha_ptid,pt_name,pt_lat,pt_lon,eia_ptid,fcdocket,nhdv2comid,nhdwbcomid,nhdwbflag,hylake_id,hylakeflag,lagoslkid,lagosflag,nhdhr_id,nhdhr_flag,huc_02,huc_12,ehadamflag,statusflag,ra2012_flag,pipestatus,ret_year,ar_rem_id,rem_year,dataset,atrbtnotes,loc_type,prjct_type,prjct_dtl,usgs_gage,gage_flag,sed_dsnum,NLA_2007,NLA_2012,NLA_2017,NLA_2022
"2880","2234",WA01378,WA01378,NA,"-9999",PROSSER DIVERSION,-119.7729,46.2126,WA,NA,hc0009,hc0009_p01,CHANDLER,46.26678026,-119.5898213,"6406",NA,"23099662","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","170300031007",NA,Power plant is included in the EHA. Hydropower is not reported as a purpose in any dam inventory.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2881","2412",WA01456,WA01456,NA,"-9999",WOODS CREEK INC. HYDRO DIVERSION DAM,-121.876234,47.899822,WA,NA,hc7051,hc7051_p01,WOODS CREEK,47.9002,-121.8763,NA,P-3602,"23963775","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"17","171100090701",NA,Hydropower is a reported purpose in an older version of the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-12141000,NA,"-9999",NA,NA,NA,NA
"2882","1520",WI00003,WI00003,NA,"-9999",DANBURY,-92.37317,45.99648,WI,NA,hc2055,hc2055_p02,DANBURY POWERHOUSE 2,46.0021743,-92.3704004,"4019",P-9184,"2267719","-9999",NA,"-9999",NA,"82626",NA,"69546389",NA,"07","070300010506",EHA plant information may be incorrect,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2883","1521",NA,NA,NA,"-9999",NA,-92.369942,46.0020449,WI,EHAFY24 location is inaccurate. Updated plant location with OSM.,hc2055,hc2055_p01,DANBURY POWERHOUSE 1,46.0020449,-92.369942,"4019",P-9184,"2263075","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"07","070300010506",NA,Power plant is included in the EHA. No inventoried dam.,NA,NA,"-9999",NA,"-9999","Power plant only; no reservoir or inventoried dam",NA,Coordinates reflect the location of the power plant,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2884","1558",WI00004,WI00004,NA,"-9999",CLAM RIVER,-92.5381,45.9467,WI,NA,hc2056,hc2056_p01,CLAM RIVER,45.9467,-92.5381,"4018",P-9185,"2268691","2266091",NA,"1033042",NA,"130450",NA,"69546663",NA,"07","070300010906",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2885","1514",WI00005,WI00005,NA,"-9999",KILBOURN,-89.7813,43.62673,WI,NA,hc4092,hc4092_p01,KILBOURN,43.6268126,-89.78122544,"4053",NA,"14709862","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"07","070700031906",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-05404000,NA,"-9999",NA,NA,NA,NA
"2886","1544",WI00008,WI00008,NA,"-9999",EAU GALLE,-92.010216,44.693857,WI,NA,hc7414,hc7414_p01,EAU GALLE,44.6833,-92.0167,NA,P-10078,"13108317","13107527",NA,"1043693",NA,"5300",NA,"76246436",NA,"07","070500051008",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2887","1503",WI00016,WI00016,NA,"871",HATFIELD,-90.722,44.411,WI,NA,hc2107,hc2107_p01,HATFIELD,44.41,-90.72,"4006",P-10805,"13137893","13134705",NA,"110243",NA,"4262",NA,"74719139",NA,"07","070400070906",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2888","1113",WI00020,WI00020,NA,"-9999",LAWRENCE LAKE,-89.5463035,43.8826503,WI,NA,hr4023,hr4023_p02,LAWRENCE,-9999,-9999,NA,NA,"6866929","6866397",NA,"1047333",NA,"5038",NA,"155443462",NA,"04","040302010302",NA,Hydropower is a reported purpose in the NID. Associated power plant is retired.,NA,NA,"1986",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2889","1559",WI00021,WI00021,NA,"-9999",JUNCTION FALLS,-92.6335,44.8552,WI,NA,hc2091,hc2091_p01,RIVER FALLS,44.855219,-92.634238,"4133",P-10489,"-9999","-9999",NA,"-9999",NA,"132543",NA,"91692441",NA,"07","070300051104",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2890","1524",WI00022,WI00022,NA,"-9999",CLAM FALLS,-92.29561,45.68725,WI,NA,hc4091,hc4091_p01,CLAM FALLS DAM,45.68714486,-92.29553463,"4017",NA,"2268107","2266993",NA,"1035675",NA,"4406",NA,"69548935",NA,"07","070300010903",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2891","1589",WI00023,WI00023,NA,"849",SAINT CROIX FALLS,-92.64715,45.412,WI,NA,hc4090,hc4090_p01,ST CROIX FALLS,45.4121796,-92.64694457,"4011",NA,"2649362","-9999",NA,"108956",NA,"131550",NA,"91682509",NA,"07","070300050902",Dam consists of several structures listed separately in the NID.,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-05340500,NA,"-9999",NA,NA,NA,NA
"2892","1533",WI00027,WI00027,NA,"-9999",APPLE RIVER,-92.716,45.1578,WI,NA,hc2043,hc2043_p01,APPLE RIVER,45.1578,-92.716,"6231",P-9002,"2649240","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"07","070300050809",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-05341500,NA,"-9999",NA,NA,NA,NA
"2893","1515",WI00029,WI00029,NA,"1515",PRAIRIE DU SAC,-89.7253,43.3101,WI,NA,hc2128,hc2128_p01,PRAIRIE DU SAC,43.3101,-89.7253,"4056",P-11162,"13634005","13631537",NA,"9076",NA,"128273",NA,"141288146",NA,"07","070700050303",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-05406000,NA,"27004",NA,NA,NA,NA
"2894","1095",WI00031,WI00031,NA,"-9999",BIG FALLS MILLDAM,-89.015032,44.619587,WI,NA,hc7490,hc7490_p01,BIG FALLS MILLDAM,44.62,-89.015,NA,P-12449,"9033499","9032677",NA,"-9999",NA,"51107",NA,"75656471",NA,"04","040302021504",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2895","1505",WI00032,WI00032,NA,"-9999",FOUR MILE CREEK,-89.84367,44.34124,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"14717020","14703994",NA,"110323",NA,"70201",NA,"157358570",NA,"07","070700030403",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-05400980,NA,"-9999",NA,NA,NA,NA
"2896","1509",WI00043,WI00043,NA,"-9999",BLACK RIVER FALLS,-90.845,44.297,WI,NA,hc1772,hc1772_p01,BLACK RIVER FALLS,44.2917,-90.8625,"4104",P-3052,"13138035","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"07","070400071004",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-053813595,NA,"-9999",NA,NA,NA,NA
"2897","1555",WI00045,WI00045,NA,"-9999",MERILLAN  MILLS,-90.84155,44.44762,WI,NA,hc4094,hc4094_p01,MERRILLAN,44.44775993,-90.84176184,"4128",NA,"13136037","13134693",NA,"-9999",NA,"4567",NA,"74718861",NA,"07","070400070802",NA,Power plant is included in the EHA. Hydropower is not reported as a purpose in any dam inventory.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2898","1082",WI00047,WI00047,NA,"-9999",PHLOX,-89.01234,45.05328,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"9029433","9029059",NA,"1040805",NA,"4023",NA,"75653343",NA,"04","040302020503",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2899","1532",WI00050,WI00050,NA,"-9999",BLACK BROOK,-92.4028,45.2642,WI,NA,hc1736,hc1736_p01,BLACK BROOK DAM,45.264,-92.264,"347",P-2894,"-9999","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"07","070300050807",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2900","1534",WI00054,WI00054,NA,"-9999",RIVERDALE,-92.6405,45.1316,WI,NA,hc2044,hc2044_p01,RIVERDALE,45.1316,-92.6405,"4010",P-9003,"2648910","-9999",NA,"-9999",NA,"4577",NA,"91688569",NA,"07","070300050809",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2901","1112",WI00058,WI00058,NA,"-9999",LOWER WHITE RIVER,-89.24792,44.02073,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"6864527","-9999",NA,"1046780",NA,"5277",NA,"155442477",NA,"04","040302010804",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2902","1512",WI00061,WI00061,NA,"-9999",FRIENDSHIP,-89.8166,43.97502,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"14709628","14708476",NA,"1046967",NA,"5275",NA,"157363170",NA,"07","070700030904",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2903","1079",WI00073,WI00073,NA,"-9999",THIRD MARINETTE,-87.66004,45.10754,WI,NA,hc1696,hc1696_p01,PARK MILL,45.1075,-87.66,"50408",P-2744,"6848683","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"04","040301080913",Structure is listed multiple times in NID. Use other record.,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2904","1115",WI00074,WI00074,NA,"-9999",HARRISVILLE,-89.40241,43.87598,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"6867991","6866405",NA,"1047357",NA,"56271",NA,"155443398",NA,"04","040302010304",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-04072845,NA,"-9999",NA,NA,NA,NA
"2905","1116",WI00075,WI00075,NA,"1505",MONTELLO GRANITE,-89.32888,43.79338,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"6867091","6866461",NA,"110782",NA,"4204",NA,"155443955",NA,"04","040302010304",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2906","1114",WI00077,WI00077,NA,"-9999",WESTFIELD,-89.49365,43.88635,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"6866923","-9999",NA,"-9999",NA,"39635",NA,"155443466",NA,"04","040302010302",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2907","1541",WI00079,WI00079,NA,"-9999",POWELL FALLS,-92.639,44.8509,WI,NA,hc2092,hc2092_p01,POWELL FALLS,44.8,-92.6333,"4134",P-10489,"2651868","13107517",NA,"-9999",NA,"43288",NA,"91692449",NA,"07","070300051105",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2908","3097",WI00080,WI00080,NA,"-9999",KAUKAUNA DAM,-88.27107,44.28114,WI,NA,hc0319,hc0319_p02,NEW BADGER,44.2772,-88.2678,"54679",P-2677,"12006285","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"04","040302040205",Multiple EIA records associated with this dam.,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2909","1102",WI00080,WI00080,NA,"-9999",KAUKAUNA DAM,-88.27107,44.28114,WI,NA,hc0319,hc0319_p02,NEW BADGER,44.2772,-88.2678,"4120",P-2677,"12006285","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"04","040302040205",Multiple EIA records associated with this dam.,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2910","1518",WI00087,WI00087,NA,"817",MINONG FLOWAGE,-91.93414,46.12031,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"1850843","1849725",NA,"1030378",Infrastructure matched to multiple waterbodies.,"5490",NA,"120018235",NA,"07","070300020311",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2911","1517",WI00087,WI00087,NA,"817",MINONG FLOWAGE,-91.93414,46.12031,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"1850843","1849725",NA,"107891",Infrastructure matched to multiple waterbodies.,"48421",NA,"120018235",NA,"07","070300020311",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2912","1094",WI00090,WI00090,NA,"-9999",MARION,-88.88822,44.67286,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"9030607","9029909",NA,"1043868",NA,"5244",NA,"75655853",NA,"04","040302021101",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2913","1529",WI00096,WI00096,NA,"-9999",CITY,-91.8593704,45.4065762,WI,NA,hc4093,hc4093_p01,BARRON,45.40664833,-91.8596163,"4102",NA,"13082197","13081129",NA,"-9999",NA,"-9999",NA,NA,NA,"07","070500070206",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2914","1531",WI00097,WI00097,NA,"-9999",TAYLOR,-91.83667,45.40008,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13082225","13081147",Infrastructure matched to multiple waterbodies.,"1037891",NA,"34780",NA,"151949921",NA,"07","070500070206",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-053674464,NA,"-9999",NA,NA,NA,NA
"2915","1530",WI00097,WI00097,NA,"-9999",TAYLOR,-91.83667,45.40008,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13082225","13081141",Infrastructure matched to multiple waterbodies.,"1037891",NA,"34780",NA,"151949921",NA,"07","070500070206",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-053674464,NA,"-9999",NA,NA,NA,NA
"2916","1528",WI00098,WI00098,NA,"850",CHETEK,-91.6475,45.31207,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13082427","13081151",Infrastructure matched to multiple waterbodies.,"8850",NA,"5014",NA,"151950270",Infrastructure matched to multiple waterbodies.,"07","070500070405",NA,Hydropower is a reported purpose in the NID and GRanDv1.3. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2917","1527",WI00102,WI00102,NA,"-9999",RICE LAKE,-91.73287,45.49933,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13081947","167120824",NA,"108835",NA,"5174",NA,"151949699",NA,"07","070500070309",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NLA22_WI-10104
"2918","1119",WI00113,WI00113,NA,"-9999",PARDEEVILLE,-89.3011,43.54439,WI,NA,hc4115,hc4115_p01,PARDEEVILLE HYDRO,43.54463873,-89.3005923,"7390",NA,"6867981","6866681",NA,"110930",NA,"4284",NA,"155445160",NA,"04","040302010102",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2919","1437",WI00118,WI00118,NA,"-9999",DUNKIRK,-89.2111,42.881,WI,NA,hc2150,hc2150_p01,DUNKIRK,42.88,-89.21,"4136",P-11549,"13297204","-9999",NA,"-9999",NA,"97237",NA,"143250368",NA,"07","070900020904",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2920","1432",WI00120,WI00120,NA,"-9999",LOWELL,-88.81925,43.33995,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13283944","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"07","070900010908",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam only; no reservoir or power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2921","1433",WI00123,WI00123,NA,"-9999",DANVILLE,-88.95357,43.32064,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"13283928","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"07","070900011001",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam only; no reservoir or power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2922","1118",WI00135,WI00135,NA,"-9999",KINGSTON,-89.12602,43.69645,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"6867215","6866589",NA,"-9999",NA,"123653",NA,"155444505",NA,"04","040302010502",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2923","1434",WI00141,WI00141,NA,"-9999",LOWER WATERTOWN DAM,-88.725653,43.191886,WI,NA,hc7417,hc7417_p01,LOWER WATERTOWN DAM,43.191886,-88.725653,NA,P-10117,"937090127","-9999",NA,"1048977",NA,"-9999",NA,NA,NA,"07","070900010608",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-05425500,NA,"-9999",NA,NA,NA,NA
"2924","1435",WI00142,WI00142,NA,"-9999",UPPER WATERTOWN,-88.705354,43.185476,WI,NA,hc7407,hc7407_p01,UPPER WATERTOWN,43.185476,-88.705354,NA,P-9974,"13292688","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"07","070900010608",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,USGS-05425500,NA,"-9999",NA,NA,NA,NA
"2925","1556",WI00148,WI00148,NA,"-9999",NESHONOC,-91.075055,43.913844,WI,NA,hc7181,hc7181_p01,NESHONOC,43.9167,-91.0667,NA,P-6476,"2455432","2454776",NA,"110695",NA,"5053",NA,"41240185",NA,"07","070400060402",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NLA22_WI-10118
"2926","1117",WI00152,WI00152,NA,"-9999",ROCKVILLE,-87.99837,43.92024,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"12175320","12176150",NA,"1047209",NA,"5466",NA,"139260599",NA,"04","040301011106",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NLA22_WI-10109
"2927","1103",WI00166,WI00166,NA,"-9999",MIDDLE APPLETON,-88.404801,44.257438,WI,NA,hc1992,hc1992_p01,MIDDLE APPLETON,44.257303,-88.404806,"10054",P-7264,"12006889","-9999",NA,"-9999",NA,"-9999",NA,NA,NA,"04","040302040205",NA,Hydropower is a reported purpose in the NID. Associated power plant is included in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with power plant; no reservoir",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2928","1525",WI00173,WI00173,NA,"-9999",ATLAS FEED MILL,-92.59121,45.63429,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"2644712","2643924",NA,"1036122",NA,"4472",NA,"91678527",Waterbody is not accurate.,"07","070300050503",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2929","1547",WI00199,WI00199,NA,"-9999",UPPER BRUNET,-90.87954,45.88836,WI,NA,hc4119,hc4119_p01,LAC COURTE OREILLES HYDROELECT,45.88848293,-90.87932077,"10453",NA,"13120212","13119494",NA,"1033552",NA,"75296",NA,"74926317",NA,"07","070500010503",NA,Power plant is included in the EHA. Hydropower is not reported as a purpose in any dam inventory.,NA,NA,"-9999",NA,"-9999",Hydropower dam associated with reservoir and power plant,NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
"2930","1093",WI00202,WI00202,NA,"-9999",PELLA,-88.80428,44.73958,WI,NA,NA,NA,NA,-9999,-9999,NA,NA,"904030432","9029843",NA,"1043412",NA,"-9999",NA,NA,NA,"04","040302021204",NA,Hydropower is a reported purpose in the NID. No associated power plant is in the EHA.,NA,NA,"-9999",NA,"-9999","Hydropower dam associated with reservoir; no power plant",NA,Coordinates reflect the location of the dam,Conventional hydropower,Conventional hydropower,NA,NA,"-9999",NA,NA,NA,NA
